Case_ID,Application_Date,Decision_Date,Processing_Days,Visa_Type,Visa_Class,Applicant_Age,Gender,Applicant_Country,Visa_Country,Processing_Center,Case_Status,Application_Month
C-103293,2021-02-02,2021-02-23,21.0,Tourist,Schengen Tourist,49.0,Other,Pakistan,Switzerland,Pakistan_Main_Center,Approved,February
C-103294,2024-07-03,2025-02-07,219.0,Family,Family Reunion,58.0,Female,Iran,Germany,Iran_Main_Center,Approved,July
C-103295,2022-05-06,2022-05-25,19.0,Tourist,Schengen Tourist,39.0,Female,Canada,Switzerland,Montreal_Center,Denied,May
C-103296,2024-02-12,2024-03-14,31.0,Tourist,Schengen Tourist,51.0,Other,Brazil,Australia,Brasilia_Center,Approved,February
C-103297,2024-03-18,2024-04-03,16.0,Business,B1,59.0,Female,Italy,France,Italy_Main_Center,Approved,March
C-103298,2024-06-13,2024-08-01,49.0,Tourist,Visitor Subclass 600,52.0,Other,Turkey,USA,Turkey_Main_Center,Approved,June
C-103299,2024-06-25,2024-11-15,143.0,Family,IR1,46.0,Female,Philippines,Singapore,Manila_Center,Approved,June
C-103300,2020-02-24,2020-03-24,29.0,Student,F1,24.0,Female,Egypt,Germany,Egypt_Main_Center,Approved,February
C-103301,2024-12-28,2025-02-10,44.0,Tourist,B2,50.0,Female,Italy,UAE,Italy_Main_Center,Approved,December
C-103302,2022-11-01,2022-11-29,28.0,Business,Business Visitor,73.0,Male,Japan,France,Japan_Main_Center,Approved,November
C-103303,2022-01-02,2022-02-13,42.0,Student,F1,28.0,Other,South Korea,Singapore,South Korea_Main_Center,Approved,January
C-103304,2024-08-04,2024-08-30,26.0,Business,Business Visitor,42.0,Male,Germany,Switzerland,Berlin_Center,Approved,August
C-103305,2024-09-19,2024-10-29,40.0,Tourist,B2,39.0,Female,Russia,Switzerland,Russia_Main_Center,Approved,September
C-103306,2024-10-19,2024-12-01,43.0,Tourist,Tourist Visa,52.0,Male,Canada,France,Toronto_Center,Approved,October
C-103307,2021-07-11,2021-10-04,85.0,Work,H1B,32.0,Male,Canada,Singapore,Vancouver_Center,Approved,July
C-103308,2021-04-23,2021-05-17,24.0,Tourist,B2,34.0,Other,India,Australia,Mumbai_Center,Approved,April
C-103309,2023-07-02,2023-08-09,38.0,Tourist,Visitor Subclass 600,63.0,Other,France,Australia,France_Main_Center,Approved,July
C-103310,2020-03-09,2020-04-12,34.0,Tourist,Tourist Visa,53.0,Male,France,Australia,France_Main_Center,Approved,March
C-103311,2022-03-08,2022-03-28,20.0,Tourist,Schengen Tourist,42.0,Male,Turkey,France,Turkey_Main_Center,Denied,March
C-103312,2020-07-14,2024-02-26,36.0,Student,Study Permit,20.0,Other,Japan,USA,Japan_Main_Center,Pending,July
C-103313,2022-02-27,2022-05-07,69.0,Work,Work Permit,59.0,Male,Italy,UAE,Italy_Main_Center,Approved,February
C-103314,2021-12-14,2022-03-22,98.0,Work,Skilled Worker,72.0,Female,Thailand,New Zealand,Thailand_Main_Center,Approved,December
C-103315,2021-08-16,2021-10-19,64.0,Diplomatic,Unknown,43.0,Female,UK,USA,Manchester_Center,Approved,August
C-103316,2020-02-19,2020-05-16,87.0,Work,Work Permit,27.0,Female,India,UK,Chennai_Center,Approved,February
C-103317,2024-09-25,2024-02-26,36.0,Work,H1B,22.0,Other,UK,New Zealand,London_Center,Pending,September
C-103318,2022-05-27,2022-06-24,28.0,Student,Student Tier 4,29.0,Male,Bangladesh,UAE,Bangladesh_Main_Center,Approved,May
C-103319,2020-02-19,2020-04-28,69.0,Work,Work Permit,30.0,Male,Vietnam,Singapore,Unknown,Approved,February
C-103320,2022-09-11,2022-09-19,8.0,Tourist,Tourist Visa,45.0,Male,Peru,USA,Peru_Main_Center,Denied,September
C-103321,2020-06-10,2020-10-04,116.0,Work,L1,40.0,Other,Bangladesh,Canada,Bangladesh_Main_Center,Approved,June
C-103322,2022-11-20,2023-01-06,47.0,Student,Study Permit,24.0,Male,Thailand,Switzerland,Thailand_Main_Center,Approved,November
C-103323,2024-12-09,2025-02-19,72.0,Diplomatic,A1,73.0,Male,Canada,Australia,Toronto_Center,Approved,December
C-103324,2021-10-26,2021-12-06,41.0,Tourist,Tourist Visa,66.0,Male,Philippines,Netherlands,Cebu_Center,Denied,October
C-103325,2024-06-06,2024-08-09,64.0,Diplomatic,Diplomatic Visa,66.0,Other,Mexico,UAE,Monterrey_Center,Denied,June
C-103326,2021-09-27,2021-10-28,31.0,Tourist,Visitor Subclass 600,55.0,Other,Russia,New Zealand,Russia_Main_Center,Approved,September
C-103327,2023-04-07,2024-02-26,36.0,Student,F1,30.0,Other,Mexico,Germany,Mexico City_Center,Pending,April
C-103328,2021-04-23,2024-02-26,36.0,Work,L1,23.0,Other,Bangladesh,New Zealand,Bangladesh_Main_Center,Pending,April
C-103329,2023-02-23,2023-06-10,107.0,Work,L1,60.0,Other,Thailand,USA,Thailand_Main_Center,Denied,February
C-103330,2024-05-30,2024-07-29,60.0,Student,M1,18.0,Other,South Korea,New Zealand,South Korea_Main_Center,Approved,May
C-103331,2021-08-14,2021-09-22,39.0,Tourist,Tourist Visa,25.0,Male,Vietnam,UK,Vietnam_Main_Center,Approved,August
C-103332,2020-07-28,2020-11-05,100.0,Work,H1B,74.0,Female,India,France,Chennai_Center,Approved,July
C-103333,2021-04-09,2021-07-08,90.0,Work,L1,39.0,Male,Spain,UK,Spain_Main_Center,Approved,April
C-103334,2023-05-22,2023-06-23,32.0,Diplomatic,A1,39.0,Other,UK,Singapore,Manchester_Center,Denied,May
C-103335,2021-01-25,2021-02-22,28.0,Business,Business Visitor,27.0,Other,Kenya,Australia,Kenya_Main_Center,Approved,January
C-103336,2021-01-25,2021-02-19,25.0,Business,Schengen Business,46.0,Female,Kenya,UK,Kenya_Main_Center,Approved,January
C-103337,2022-11-14,2023-02-06,84.0,Work,H1B,40.0,Other,Canada,Australia,Vancouver_Center,Approved,November
C-103338,2021-04-13,2021-11-08,209.0,Family,Family Reunion,49.0,Female,UK,Japan,London_Center,Approved,April
C-103339,2023-11-17,2024-02-28,103.0,Work,L1,29.0,Other,Bangladesh,New Zealand,Bangladesh_Main_Center,Denied,November
C-103340,2023-08-28,2024-03-12,197.0,Family,IR1,6.0,Other,Thailand,Canada,Thailand_Main_Center,Approved,August
C-103341,2020-05-06,2020-06-01,26.0,Tourist,Tourist Visa,28.0,Other,Italy,Singapore,Italy_Main_Center,Approved,May
C-103342,2022-05-15,2022-10-08,146.0,Work,Employment Pass,69.0,Male,Italy,New Zealand,Italy_Main_Center,Approved,May
C-103343,2023-05-20,2023-07-08,49.0,Student,Study Permit,25.0,Female,Peru,USA,Peru_Main_Center,Approved,May
C-103344,2024-08-26,2024-10-22,57.0,Student,Student Tier 4,27.0,Male,Bangladesh,Singapore,Bangladesh_Main_Center,Approved,August
C-103345,2024-07-02,2024-07-29,27.0,Tourist,Tourist Visa,43.0,Unknown,China,Japan,Shanghai_Center,Unknown,July
C-103346,2024-07-25,2024-11-12,110.0,Work,Skilled Worker,66.0,Other,Brazil,Singapore,Sao Paulo_Center,Approved,July
C-103347,2021-07-19,2021-10-18,91.0,Work,L1,49.0,Female,Peru,New Zealand,Peru_Main_Center,Denied,July
C-103348,2022-10-17,2022-12-03,47.0,Student,F1,18.0,Other,Thailand,Netherlands,Thailand_Main_Center,Denied,October
C-103349,2024-10-28,2024-02-26,36.0,Tourist,Visitor Subclass 600,48.0,Other,India,UK,Chennai_Center,Pending,October
C-103350,2024-11-10,2024-12-19,39.0,Tourist,Tourist Visa,23.0,Female,South Korea,Netherlands,South Korea_Main_Center,Approved,November
C-103351,2024-11-29,2025-01-08,40.0,Tourist,Tourist Visa,38.0,Other,Thailand,USA,Thailand_Main_Center,Approved,November
C-103352,2023-12-28,2024-03-07,70.0,Work,Skilled Worker,22.0,Female,Spain,USA,Spain_Main_Center,Approved,December
C-103353,2024-10-26,2024-11-21,26.0,Tourist,B2,66.0,Female,Nigeria,Japan,Nigeria_Main_Center,Approved,October
C-103354,2023-01-26,2023-03-12,45.0,Student,Study Permit,23.0,Other,South Korea,Netherlands,South Korea_Main_Center,Approved,January
C-103355,2022-03-20,2022-04-23,34.0,Tourist,Tourist Visa,22.0,Other,Peru,Germany,Peru_Main_Center,Approved,March
C-103356,2022-07-19,2022-08-15,27.0,Tourist,Visitor Subclass 600,67.0,Female,Mexico,Singapore,Monterrey_Center,Approved,July
C-103357,2024-07-31,2024-09-23,54.0,Student,Student Tier 4,29.0,Other,Brazil,Japan,Brasilia_Center,Denied,July
C-103358,2022-04-28,2022-05-31,33.0,Tourist,Tourist Visa,67.0,Other,Pakistan,Australia,Pakistan_Main_Center,Approved,April
C-103359,2021-05-27,2021-08-02,67.0,Work,H1B,53.0,Other,Bangladesh,Singapore,Bangladesh_Main_Center,Approved,May
C-103360,2022-05-07,2022-07-17,71.0,Work,Employment Pass,74.0,Female,China,Singapore,Guangzhou_Center,Approved,May
C-103361,2020-06-18,2020-07-18,30.0,Tourist,Schengen Tourist,67.0,Other,France,Singapore,France_Main_Center,Approved,June
C-103362,2021-12-19,2022-03-12,83.0,Work,H1B,26.0,Female,Peru,UK,Peru_Main_Center,Denied,December
C-103363,2020-11-07,2021-01-21,75.0,Work,L1,34.0,Other,South Korea,Germany,South Korea_Main_Center,Denied,November
C-103364,2020-02-05,2020-04-04,59.0,Work,Work Permit,44.0,Male,Canada,Japan,Toronto_Center,Approved,February
C-103365,2023-03-04,2023-03-23,19.0,Business,Business Visitor,68.0,Other,Vietnam,Japan,Vietnam_Main_Center,Approved,March
C-103366,2023-07-03,2023-08-04,32.0,Business,Business Visitor,52.0,Male,Philippines,USA,Manila_Center,Approved,July
C-103367,2021-03-10,2021-04-02,23.0,Business,Business Visitor,58.0,Female,Brazil,New Zealand,Brasilia_Center,Approved,March
C-103368,2021-08-06,2021-09-15,40.0,Tourist,Tourist Visa,75.0,Female,Japan,Netherlands,Japan_Main_Center,Approved,August
C-103369,2020-12-28,2021-03-16,78.0,Work,L1,37.0,Male,Turkey,New Zealand,Turkey_Main_Center,Approved,December
C-103370,2020-11-13,2021-01-23,71.0,Work,Work Permit,20.0,Other,Spain,Netherlands,Spain_Main_Center,Denied,November
C-103371,2020-02-14,2020-03-26,41.0,Transit,Transit Visa,53.0,Other,Colombia,France,Colombia_Main_Center,Approved,February
C-103372,2022-01-04,2024-02-26,36.0,Student,Study Permit,28.0,Male,Brazil,France,Sao Paulo_Center,Pending,January
C-103373,2022-12-21,2023-07-06,197.0,Family,Partner Visa,7.0,Male,Spain,Singapore,Spain_Main_Center,Approved,December
C-103374,2023-05-09,2023-06-02,24.0,Business,Business Visitor,58.0,Male,China,France,Chengdu_Center,Approved,May
C-103375,2024-10-24,2024-11-19,26.0,Business,Business Visitor,72.0,Other,Russia,Netherlands,Russia_Main_Center,Approved,October
C-103376,2023-04-08,2023-05-05,27.0,Tourist,Schengen Tourist,25.0,Other,Peru,UAE,Peru_Main_Center,Approved,April
C-103377,2022-06-22,2022-09-22,92.0,Work,H1B,52.0,Male,Germany,UK,Frankfurt_Center,Approved,June
C-103378,2020-08-28,2020-12-27,121.0,Work,Work Permit,25.0,Male,UK,USA,London_Center,Approved,August
C-103379,2023-12-01,2024-01-07,37.0,Tourist,Tourist Visa,61.0,Male,Mexico,Canada,Unknown,Approved,December
C-103380,2020-05-25,2020-06-26,32.0,Tourist,Tourist Visa,72.0,Other,India,UAE,Kolkata_Center,Approved,May
C-103381,2020-02-19,2020-02-29,10.0,Tourist,Unknown,23.0,Male,Thailand,Australia,Thailand_Main_Center,Approved,February
C-103382,2023-01-23,2023-05-02,99.0,Work,Employment Pass,45.0,Male,China,UAE,Chengdu_Center,Unknown,January
C-103383,2020-03-05,2020-04-26,52.0,Student,F1,24.0,Male,Spain,USA,Spain_Main_Center,Approved,March
C-103384,2023-10-10,2023-12-03,54.0,Student,Study Permit,22.0,Other,China,UK,Chengdu_Center,Approved,October
C-103385,2021-02-20,2021-04-05,44.0,Student,M1,26.0,Male,Brazil,Netherlands,Rio de Janeiro_Center,Approved,February
C-103386,2020-02-18,2020-03-17,28.0,Tourist,Visitor Subclass 600,43.0,Female,Egypt,Canada,Egypt_Main_Center,Approved,February
C-103387,2023-09-17,2024-02-26,36.0,Work,Skilled Worker,60.0,Other,Canada,Singapore,Toronto_Center,Pending,September
C-103388,2023-11-20,2023-12-31,41.0,Tourist,Unknown,35.0,Other,Vietnam,New Zealand,Vietnam_Main_Center,Approved,November
C-103389,2021-09-06,2021-10-02,26.0,Tourist,Visitor Subclass 600,49.0,Other,Philippines,New Zealand,Cebu_Center,Approved,September
C-103390,2022-09-24,2022-10-11,17.0,Business,Business Visitor,73.0,Female,Philippines,New Zealand,Manila_Center,Denied,September
C-103391,2023-10-03,2023-12-02,60.0,Transit,Transit Visa,46.0,Female,Vietnam,New Zealand,Vietnam_Main_Center,Approved,October
C-103392,2022-01-06,2024-02-26,36.0,Work,Unknown,49.0,Other,Turkey,Switzerland,Turkey_Main_Center,Pending,January
C-103393,2024-07-23,2024-09-03,42.0,Student,M1,23.0,Other,Mexico,UK,Monterrey_Center,Approved,July
C-103394,2020-10-19,2020-11-08,20.0,Business,Business Visitor,18.0,Male,Brazil,UAE,Brasilia_Center,Approved,October
C-103395,2020-02-10,2020-05-24,104.0,Work,L1,59.0,Female,Thailand,New Zealand,Thailand_Main_Center,Approved,February
C-103396,2022-12-06,2022-12-26,20.0,Business,B1,32.0,Male,Thailand,New Zealand,Thailand_Main_Center,Approved,December
C-103397,2021-07-28,2021-09-16,50.0,Student,Study Permit,39.0,Other,UK,New Zealand,Manchester_Center,Approved,July
C-103398,2023-06-01,2023-07-24,53.0,Student,F1,27.0,Female,Bangladesh,Germany,Bangladesh_Main_Center,Denied,June
C-103399,2020-04-15,2020-07-01,77.0,Work,L1,61.0,Male,Philippines,UK,Cebu_Center,Approved,April
C-103400,2024-09-10,2024-11-20,71.0,Transit,Transit Visa,18.0,Male,Mexico,Canada,Mexico City_Center,Approved,September
C-103401,2023-08-02,2024-03-01,212.0,Family,Family Reunion,78.0,Female,India,UK,Mumbai_Center,Approved,August
C-103402,2022-02-23,2022-06-02,99.0,Work,Skilled Worker,45.0,Other,Peru,New Zealand,Peru_Main_Center,Approved,February
C-103403,2020-09-16,2020-10-17,31.0,Student,M1,30.0,Other,India,Canada,Mumbai_Center,Approved,September
C-103404,2020-07-31,2021-02-04,188.0,Family,CR1,12.0,Male,South Korea,Germany,South Korea_Main_Center,Approved,July
C-103405,2020-09-05,2020-11-12,68.0,Student,Study Permit,25.0,Other,India,Singapore,Chennai_Center,Approved,September
C-103406,2024-03-31,2024-05-11,41.0,Student,Student Tier 4,25.0,Other,Nigeria,UAE,Nigeria_Main_Center,Approved,March
C-103407,2022-05-10,2022-11-08,182.0,Family,CR1,62.0,Unknown,Spain,Germany,Spain_Main_Center,Approved,May
C-103408,2022-01-04,2022-03-08,63.0,Student,F1,23.0,Female,Japan,New Zealand,Japan_Main_Center,Denied,January
C-103409,2024-02-04,2024-02-24,20.0,Business,Schengen Business,54.0,Female,Iran,Switzerland,Iran_Main_Center,Approved,February
C-103410,2023-11-26,2024-01-05,40.0,Diplomatic,Diplomatic Visa,75.0,Male,Iran,Australia,Iran_Main_Center,Approved,November
C-103411,2020-03-25,2020-04-26,32.0,Tourist,Schengen Tourist,72.0,Male,Peru,Japan,Peru_Main_Center,Approved,March
C-103412,2023-04-13,2024-02-26,36.0,Tourist,Schengen Tourist,67.0,Male,Pakistan,UAE,Pakistan_Main_Center,Pending,April
C-103413,2020-10-21,2020-11-07,17.0,Business,Business Visitor,67.0,Female,Nigeria,Netherlands,Nigeria_Main_Center,Approved,October
C-103414,2020-06-20,2020-09-02,74.0,Work,Skilled Worker,20.0,Female,Japan,Netherlands,Japan_Main_Center,Approved,June
C-103415,2020-09-30,2020-11-17,48.0,Student,Unknown,30.0,Unknown,Brazil,Japan,Rio de Janeiro_Center,Approved,September
C-103416,2022-02-22,2024-02-26,36.0,Family,IR1,33.0,Other,UK,Germany,Manchester_Center,Pending,February
C-103417,2020-04-30,2020-06-17,48.0,Student,Student Tier 4,26.0,Male,Nigeria,Japan,Nigeria_Main_Center,Approved,April
C-103418,2023-07-30,2023-09-02,34.0,Tourist,Tourist Visa,63.0,Male,France,USA,Unknown,Approved,July
C-103419,2021-07-27,2024-02-26,36.0,Work,Work Permit,20.0,Female,France,Singapore,France_Main_Center,Pending,July
C-103420,2024-02-27,2024-05-28,91.0,Work,Skilled Worker,36.0,Female,Colombia,Netherlands,Colombia_Main_Center,Approved,February
C-103421,2020-02-28,2020-04-16,48.0,Student,M1,20.0,Male,Thailand,Netherlands,Thailand_Main_Center,Approved,February
C-103422,2023-09-03,2023-09-21,18.0,Business,B1,52.0,Other,Nigeria,Australia,Nigeria_Main_Center,Approved,September
C-103423,2024-03-15,2024-04-28,44.0,Tourist,Tourist Visa,71.0,Female,Mexico,Canada,Guadalajara_Center,Approved,March
C-103424,2023-05-12,2023-11-05,177.0,Family,IR1,29.0,Other,Japan,Canada,Japan_Main_Center,Approved,May
C-103425,2021-04-28,2021-07-30,93.0,Work,Skilled Worker,36.0,Male,Mexico,Australia,Mexico City_Center,Approved,April
C-103426,2022-02-06,2022-04-01,54.0,Student,F1,39.0,Female,India,Australia,Hyderabad_Center,Approved,February
C-103427,2024-01-07,2024-03-27,80.0,Work,Skilled Worker,32.0,Other,UK,France,Manchester_Center,Approved,January
C-103428,2022-02-05,2022-04-17,71.0,Work,L1,24.0,Male,Iran,Australia,Iran_Main_Center,Approved,February
C-103429,2022-07-23,2022-08-30,38.0,Business,Business Visitor,39.0,Other,Nigeria,Singapore,Nigeria_Main_Center,Approved,July
C-103430,2024-10-30,2024-02-26,36.0,Work,H1B,52.0,Female,Kenya,UK,Kenya_Main_Center,Pending,October
C-103431,2022-07-03,2022-08-26,54.0,Work,H1B,63.0,Male,Japan,New Zealand,Japan_Main_Center,Approved,July
C-103432,2024-10-31,2024-02-26,36.0,Business,Business Visitor,70.0,Other,Pakistan,Singapore,Pakistan_Main_Center,Pending,October
C-103433,2020-10-27,2020-12-03,37.0,Tourist,B2,49.0,Male,Egypt,Netherlands,Egypt_Main_Center,Approved,October
C-103434,2020-08-26,2020-11-10,76.0,Student,Student Tier 4,18.0,Other,France,USA,France_Main_Center,Approved,August
C-103435,2020-04-20,2020-06-03,44.0,Student,Study Permit,27.0,Other,India,Canada,Chennai_Center,Approved,April
C-103436,2021-02-08,2021-03-28,48.0,Student,Study Permit,29.0,Other,Thailand,Singapore,Thailand_Main_Center,Approved,February
C-103437,2021-05-17,2021-09-11,117.0,Work,H1B,65.0,Other,Bangladesh,Netherlands,Bangladesh_Main_Center,Approved,May
C-103438,2020-07-14,2020-08-17,34.0,Business,Schengen Business,52.0,Female,China,Switzerland,Chengdu_Center,Denied,July
C-103439,2024-01-24,2024-02-25,32.0,Tourist,Tourist Visa,54.0,Female,Russia,Canada,Russia_Main_Center,Approved,January
C-103440,2021-03-06,2021-03-27,21.0,Business,Unknown,21.0,Female,Mexico,Canada,Guadalajara_Center,Approved,March
C-103441,2022-12-27,2023-02-06,41.0,Student,Study Permit,30.0,Male,Spain,Singapore,Spain_Main_Center,Approved,December
C-103442,2022-02-24,2022-04-05,40.0,Tourist,Visitor Subclass 600,63.0,Male,Colombia,Netherlands,Colombia_Main_Center,Approved,February
C-103443,2020-02-09,2020-05-07,88.0,Work,Skilled Worker,27.0,Female,Philippines,Singapore,Manila_Center,Approved,February
C-103444,2020-09-03,2020-10-16,43.0,Tourist,Unknown,40.0,Female,Russia,Switzerland,Russia_Main_Center,Approved,September
C-103445,2023-11-18,2024-05-18,182.0,Family,IR1,24.0,Unknown,Turkey,Australia,Turkey_Main_Center,Approved,November
C-103446,2023-10-17,2023-12-11,55.0,Work,L1,23.0,Other,Vietnam,USA,Vietnam_Main_Center,Approved,October
C-103447,2024-02-06,2024-03-14,37.0,Tourist,Tourist Visa,40.0,Male,Colombia,Singapore,Unknown,Approved,February
C-103448,2024-04-23,2024-05-17,24.0,Student,Student Tier 4,24.0,Other,China,Germany,Chengdu_Center,Approved,April
C-103449,2021-07-14,2021-08-30,47.0,Tourist,Tourist Visa,55.0,Male,Vietnam,UAE,Vietnam_Main_Center,Approved,July
C-103450,2024-01-14,2024-04-11,88.0,Work,Employment Pass,32.0,Female,Japan,UAE,Japan_Main_Center,Denied,January
C-103451,2023-07-20,2023-10-23,95.0,Work,H1B,64.0,Female,Spain,Switzerland,Spain_Main_Center,Approved,July
C-103452,2021-05-25,2021-06-30,36.0,Tourist,Visitor Subclass 600,59.0,Male,Turkey,France,Turkey_Main_Center,Approved,May
C-103453,2023-08-01,2024-03-15,227.0,Family,Partner Visa,23.0,Unknown,South Korea,USA,South Korea_Main_Center,Approved,August
C-103454,2024-06-01,2024-07-11,40.0,Tourist,Visitor Subclass 600,45.0,Female,Japan,France,Japan_Main_Center,Approved,June
C-103455,2021-01-07,2024-02-26,36.0,Student,Study Permit,21.0,Female,Turkey,Japan,Turkey_Main_Center,Pending,January
C-103456,2024-06-08,2024-07-11,33.0,Student,F1,26.0,Other,Germany,UAE,Berlin_Center,Approved,June
C-103457,2020-12-12,2021-03-08,86.0,Work,Employment Pass,57.0,Female,Mexico,France,Guadalajara_Center,Approved,December
C-103458,2022-12-06,2023-01-24,49.0,Tourist,Visitor Subclass 600,75.0,Other,Iran,UK,Iran_Main_Center,Approved,December
C-103459,2022-08-11,2022-09-22,42.0,Tourist,Tourist Visa,74.0,Male,Brazil,UAE,Rio de Janeiro_Center,Denied,August
C-103460,2023-08-08,2023-09-07,30.0,Business,Business Visitor,25.0,Female,Thailand,USA,Thailand_Main_Center,Approved,August
C-103461,2020-02-25,2020-04-19,54.0,Work,Employment Pass,63.0,Female,UK,Canada,London_Center,Approved,February
C-103462,2020-08-18,2020-10-24,67.0,Transit,C1,20.0,Male,Egypt,UAE,Egypt_Main_Center,Denied,August
C-103463,2022-11-12,2023-03-12,120.0,Work,Skilled Worker,40.0,Female,Iran,Germany,Iran_Main_Center,Approved,November
C-103464,2021-04-09,2021-07-04,86.0,Work,Employment Pass,62.0,Male,Thailand,Netherlands,Thailand_Main_Center,Unknown,April
C-103465,2020-11-15,2024-02-26,36.0,Student,Study Permit,20.0,Female,Vietnam,Singapore,Vietnam_Main_Center,Pending,November
C-103466,2022-03-09,2022-04-21,43.0,Student,Student Tier 4,24.0,Other,Turkey,France,Turkey_Main_Center,Approved,March
C-103467,2021-05-28,2021-08-11,75.0,Work,H1B,37.0,Male,Philippines,Switzerland,Manila_Center,Approved,May
C-103468,2021-09-04,2021-09-30,26.0,Business,Schengen Business,60.0,Other,Canada,UK,Vancouver_Center,Denied,September
C-103469,2021-06-11,2021-11-03,145.0,Work,Unknown,46.0,Male,Brazil,USA,Brasilia_Center,Approved,June
C-103470,2023-10-18,2023-11-16,29.0,Tourist,Tourist Visa,63.0,Female,Iran,New Zealand,Iran_Main_Center,Denied,October
C-103471,2020-01-31,2020-02-21,21.0,Tourist,Visitor Subclass 600,44.0,Male,Iran,Netherlands,Iran_Main_Center,Denied,January
C-103472,2022-09-14,2023-01-02,110.0,Work,H1B,43.0,Male,Peru,France,Peru_Main_Center,Denied,September
C-103473,2020-08-22,2020-09-29,38.0,Tourist,Visitor Subclass 600,20.0,Male,India,Netherlands,Mumbai_Center,Approved,August
C-103474,2021-06-24,2021-10-21,119.0,Work,L1,65.0,Male,Peru,Australia,Peru_Main_Center,Approved,June
C-103475,2023-09-05,2023-11-10,66.0,Work,L1,50.0,Unknown,Kenya,USA,Kenya_Main_Center,Approved,September
C-103476,2021-10-06,2021-11-05,30.0,Tourist,Schengen Tourist,66.0,Female,South Korea,Japan,South Korea_Main_Center,Approved,October
C-103477,2023-12-29,2024-03-21,83.0,Work,L1,65.0,Other,Egypt,USA,Egypt_Main_Center,Approved,December
C-103478,2023-12-02,2024-01-04,33.0,Student,M1,26.0,Other,Colombia,UAE,Colombia_Main_Center,Approved,December
C-103479,2024-01-16,2024-04-11,86.0,Work,L1,39.0,Female,Mexico,Germany,Guadalajara_Center,Approved,January
C-103480,2021-06-23,2021-07-26,33.0,Tourist,Visitor Subclass 600,61.0,Female,Spain,France,Spain_Main_Center,Approved,June
C-103481,2024-01-22,2024-03-09,47.0,Tourist,Tourist Visa,37.0,Male,Egypt,Australia,Unknown,Unknown,January
C-103482,2020-09-18,2024-02-26,36.0,Tourist,B2,55.0,Other,Germany,Singapore,Frankfurt_Center,Pending,September
C-103483,2023-02-16,2023-03-20,32.0,Tourist,Unknown,72.0,Female,Vietnam,UK,Vietnam_Main_Center,Approved,February
C-103484,2021-01-22,2021-03-21,58.0,Student,M1,23.0,Female,UK,Singapore,London_Center,Approved,January
C-103485,2020-10-26,2020-12-15,50.0,Tourist,Visitor Subclass 600,53.0,Female,Bangladesh,UK,Bangladesh_Main_Center,Approved,October
C-103486,2024-04-13,2024-05-27,44.0,Student,Study Permit,29.0,Other,Nigeria,Canada,Nigeria_Main_Center,Approved,April
C-103487,2022-03-23,2022-06-13,82.0,Work,Work Permit,61.0,Male,Italy,UK,Italy_Main_Center,Approved,March
C-103488,2021-05-12,2021-06-06,25.0,Tourist,Schengen Tourist,74.0,Other,Germany,France,Frankfurt_Center,Approved,May
C-103489,2022-09-17,2022-11-02,46.0,Diplomatic,Diplomatic Visa,41.0,Female,Mexico,Netherlands,Mexico City_Center,Denied,September
C-103490,2020-11-14,2021-02-15,93.0,Work,Employment Pass,31.0,Male,Turkey,Canada,Turkey_Main_Center,Unknown,November
C-103491,2020-12-04,2020-12-29,25.0,Tourist,B2,33.0,Other,Brazil,USA,Rio de Janeiro_Center,Approved,December
C-103492,2024-08-28,2024-09-13,16.0,Business,Schengen Business,28.0,Male,Canada,Switzerland,Montreal_Center,Approved,August
C-103493,2021-11-18,2021-12-23,35.0,Tourist,Visitor Subclass 600,27.0,Other,Italy,Germany,Italy_Main_Center,Approved,November
C-103494,2023-04-15,2023-06-10,56.0,Work,L1,63.0,Male,Nigeria,USA,Nigeria_Main_Center,Approved,April
C-103495,2024-09-13,2024-10-03,20.0,Business,Business Visitor,35.0,Other,Bangladesh,Singapore,Bangladesh_Main_Center,Approved,September
C-103496,2022-07-28,2024-02-26,36.0,Tourist,B2,19.0,Other,Canada,France,Toronto_Center,Pending,July
C-103497,2020-11-23,2020-12-29,36.0,Business,B1,63.0,Other,Iran,Netherlands,Iran_Main_Center,Approved,November
C-103498,2024-10-21,2025-02-17,119.0,Work,Skilled Worker,31.0,Other,India,UK,Chennai_Center,Denied,October
C-103499,2022-10-20,2023-01-23,95.0,Work,Skilled Worker,29.0,Other,Peru,Japan,Peru_Main_Center,Approved,October
C-103500,2023-04-22,2023-05-14,22.0,Business,Unknown,49.0,Male,Russia,New Zealand,Russia_Main_Center,Approved,April
C-103501,2020-08-07,2020-09-28,52.0,Tourist,Visitor Subclass 600,43.0,Female,Canada,Netherlands,Toronto_Center,Approved,August
C-103502,2022-09-27,2022-12-28,92.0,Work,Employment Pass,23.0,Female,Philippines,New Zealand,Cebu_Center,Approved,September
C-103503,2021-06-07,2021-09-25,110.0,Work,Work Permit,68.0,Male,Italy,USA,Italy_Main_Center,Approved,June
C-103504,2024-02-06,2024-04-19,73.0,Work,Employment Pass,27.0,Other,Canada,Switzerland,Vancouver_Center,Denied,February
C-103505,2024-03-22,2024-02-26,36.0,Work,Unknown,49.0,Female,Vietnam,Japan,Vietnam_Main_Center,Pending,March
C-103506,2020-01-23,2020-03-27,64.0,Work,Work Permit,46.0,Female,South Korea,Japan,South Korea_Main_Center,Approved,January
C-103507,2022-01-24,2022-05-19,115.0,Work,H1B,22.0,Female,Pakistan,USA,Pakistan_Main_Center,Approved,January
