Case_ID,Application_Date,Decision_Date,Processing_Days,Visa_Type,Visa_Class,Applicant_Age,Gender,Applicant_Country,Visa_Country,Processing_Center,Case_Status,Application_Month
C-103802,2022-05-01,2022-05-18,17.0,Business,Unknown,20.0,Male,France,New Zealand,France_Main_Center,Denied,5
C-103803,2022-11-26,2023-01-24,59.0,Work,H1B,32.0,Other,Vietnam,Germany,Vietnam_Main_Center,Approved,11
C-103804,2022-01-15,2022-03-27,71.0,Transit,Transit Visa,61.0,Unknown,Colombia,Australia,Colombia_Main_Center,Approved,1
C-103805,2022-06-13,2022-08-11,59.0,Student,Student Tier 4,21.0,Female,France,Switzerland,France_Main_Center,Approved,6
C-103806,2020-06-07,2020-08-12,66.0,Transit,Transit Visa,58.0,Other,China,France,Guangzhou_Center,Denied,6
C-103807,2024-01-19,2024-02-13,25.0,Business,Schengen Business,42.0,Other,Philippines,Canada,Cebu_Center,Approved,1
C-103808,2021-09-11,2024-02-26,36.0,Transit,C1,18.0,Female,Spain,Germany,Spain_Main_Center,Pending,9
C-103809,2021-05-19,2021-07-11,53.0,Student,M1,18.0,Female,Thailand,New Zealand,Thailand_Main_Center,Approved,5
C-103810,2022-11-07,2023-02-02,87.0,Work,H1B,39.0,Male,Peru,France,Peru_Main_Center,Denied,11
C-103811,2023-02-12,2024-02-26,36.0,Tourist,Tourist Visa,59.0,Female,India,Germany,Kolkata_Center,Pending,2
C-103812,2022-06-27,2022-08-29,63.0,Student,Study Permit,26.0,Male,Bangladesh,UAE,Bangladesh_Main_Center,Denied,6
C-103813,2024-03-05,2024-03-20,15.0,Business,Schengen Business,44.0,Other,South Korea,Australia,South Korea_Main_Center,Denied,3
C-103814,2023-03-16,2023-08-23,160.0,Family,Partner Visa,84.0,Male,Colombia,Singapore,Colombia_Main_Center,Approved,3
C-103815,2023-12-14,2024-02-01,49.0,Tourist,Unknown,18.0,Female,UK,Switzerland,Manchester_Center,Denied,12
C-103816,2023-06-26,2023-07-31,35.0,Tourist,Unknown,60.0,Other,Germany,Singapore,Berlin_Center,Approved,6
C-103817,2023-01-17,2023-02-17,31.0,Tourist,B2,39.0,Other,Brazil,UK,Brasilia_Center,Approved,1
C-103818,2022-07-10,2023-02-04,209.0,Family,CR1,59.0,Female,Vietnam,UK,Vietnam_Main_Center,Approved,7
C-103819,2020-03-26,2020-05-01,36.0,Tourist,Schengen Tourist,67.0,Female,Turkey,Switzerland,Turkey_Main_Center,Denied,3
C-103820,2024-11-02,2025-05-20,199.0,Family,Partner Visa,61.0,Other,China,Netherlands,Chengdu_Center,Approved,11
C-103821,2023-05-27,2023-08-16,81.0,Diplomatic,Diplomatic Visa,30.0,Male,Egypt,Switzerland,Egypt_Main_Center,Approved,5
C-103822,2023-11-21,2024-01-11,51.0,Student,Study Permit,22.0,Other,Spain,Netherlands,Spain_Main_Center,Approved,11
C-103823,2024-09-06,2024-10-17,41.0,Student,Study Permit,21.0,Male,Vietnam,Netherlands,Vietnam_Main_Center,Approved,9
C-103824,2020-10-18,2021-02-06,111.0,Work,L1,48.0,Male,Egypt,New Zealand,Egypt_Main_Center,Approved,10
C-103825,2021-06-27,2021-07-30,33.0,Business,Business Visitor,66.0,Other,India,USA,Mumbai_Center,Approved,6
C-103826,2023-08-20,2023-12-14,116.0,Work,Work Permit,73.0,Male,Brazil,Singapore,Rio de Janeiro_Center,Approved,8
C-103827,2024-01-03,2024-02-26,54.0,Student,Student Tier 4,30.0,Male,Mexico,France,Monterrey_Center,Approved,1
C-103828,2023-05-18,2023-08-12,86.0,Work,Work Permit,72.0,Male,Bangladesh,UK,Bangladesh_Main_Center,Approved,5
C-103829,2021-02-04,2021-06-01,117.0,Work,Skilled Worker,55.0,Female,Colombia,New Zealand,Colombia_Main_Center,Approved,2
C-103830,2024-02-11,2024-03-04,22.0,Student,F1,30.0,Other,Japan,UAE,Japan_Main_Center,Approved,2
C-103831,2023-03-25,2023-04-16,22.0,Tourist,Visitor Subclass 600,18.0,Male,Russia,Netherlands,Russia_Main_Center,Approved,3
C-103832,2021-08-16,2021-12-02,108.0,Work,H1B,60.0,Male,Spain,Canada,Spain_Main_Center,Approved,8
C-103833,2020-11-17,2021-06-06,201.0,Family,CR1,16.0,Female,Vietnam,Germany,Vietnam_Main_Center,Approved,11
C-103834,2023-01-12,2024-02-26,36.0,Family,IR1,85.0,Female,Iran,USA,Iran_Main_Center,Pending,1
C-103835,2023-10-11,2024-01-08,89.0,Work,H1B,62.0,Other,Philippines,Canada,Manila_Center,Denied,10
C-103836,2020-10-25,2021-01-05,72.0,Student,M1,18.0,Other,Mexico,Germany,Monterrey_Center,Approved,10
C-103837,2020-10-29,2021-02-12,106.0,Work,Work Permit,57.0,Male,Russia,New Zealand,Russia_Main_Center,Approved,10
C-103838,2022-11-14,2022-12-03,19.0,Tourist,Visitor Subclass 600,40.0,Female,Italy,UAE,Italy_Main_Center,Approved,11
C-103839,2020-11-15,2020-12-05,20.0,Business,B1,54.0,Other,Vietnam,France,Vietnam_Main_Center,Approved,11
C-103840,2021-05-29,2024-02-26,36.0,Tourist,Schengen Tourist,49.0,Other,Thailand,Japan,Thailand_Main_Center,Pending,5
C-103841,2021-12-01,2021-12-30,29.0,Business,Schengen Business,18.0,Male,Germany,UAE,Berlin_Center,Approved,12
C-103842,2022-03-25,2022-06-12,79.0,Work,Employment Pass,36.0,Female,Mexico,Australia,Monterrey_Center,Denied,3
C-103843,2021-12-22,2022-01-21,30.0,Tourist,Tourist Visa,68.0,Other,China,France,Unknown,Approved,12
C-103844,2021-01-08,2021-02-12,35.0,Tourist,Unknown,56.0,Female,Pakistan,Netherlands,Pakistan_Main_Center,Approved,1
C-103845,2021-03-04,2021-05-27,84.0,Work,Skilled Worker,47.0,Other,Vietnam,UK,Vietnam_Main_Center,Approved,3
C-103846,2024-12-27,2025-01-28,32.0,Tourist,Visitor Subclass 600,54.0,Other,South Korea,Germany,South Korea_Main_Center,Approved,12
C-103847,2020-03-06,2020-04-26,51.0,Student,Student Tier 4,27.0,Male,Russia,Netherlands,Russia_Main_Center,Approved,3
C-103848,2024-08-16,2024-02-26,36.0,Student,Study Permit,30.0,Male,Kenya,Netherlands,Kenya_Main_Center,Pending,8
C-103849,2021-05-29,2021-07-17,49.0,Transit,Transit Visa,70.0,Female,Germany,UK,Berlin_Center,Approved,5
C-103850,2023-05-25,2023-06-11,17.0,Tourist,B2,38.0,Other,Turkey,UK,Turkey_Main_Center,Approved,5
C-103851,2021-05-04,2021-05-20,16.0,Business,Business Visitor,49.0,Other,Peru,Australia,Peru_Main_Center,Denied,5
C-103852,2024-01-11,2024-01-29,18.0,Tourist,B2,50.0,Other,Bangladesh,UK,Bangladesh_Main_Center,Denied,1
C-103853,2021-12-13,2022-01-07,25.0,Business,Schengen Business,61.0,Male,Bangladesh,UK,Bangladesh_Main_Center,Approved,12
C-103854,2022-01-14,2024-02-26,36.0,Work,Skilled Worker,47.0,Other,Italy,Netherlands,Italy_Main_Center,Pending,1
C-103855,2020-10-18,2021-01-17,91.0,Work,H1B,50.0,Male,Colombia,Canada,Colombia_Main_Center,Approved,10
C-103856,2021-10-20,2021-11-23,34.0,Tourist,Schengen Tourist,26.0,Other,Iran,Japan,Iran_Main_Center,Approved,10
C-103857,2023-12-22,2024-01-17,26.0,Tourist,B2,43.0,Other,Colombia,Switzerland,Colombia_Main_Center,Approved,12
C-103858,2023-04-17,2023-09-03,139.0,Work,Work Permit,39.0,Other,Vietnam,Japan,Vietnam_Main_Center,Approved,4
C-103859,2023-09-30,2023-11-12,43.0,Student,Student Tier 4,19.0,Female,Peru,Switzerland,Peru_Main_Center,Approved,9
C-103860,2022-01-23,2022-03-07,43.0,Student,Unknown,22.0,Other,Vietnam,Netherlands,Vietnam_Main_Center,Approved,1
C-103861,2022-09-04,2023-01-14,132.0,Work,Skilled Worker,28.0,Male,Pakistan,Canada,Unknown,Approved,9
C-103862,2023-11-18,2023-12-09,21.0,Business,Schengen Business,40.0,Other,Italy,Australia,Italy_Main_Center,Approved,11
C-103863,2020-10-17,2024-02-26,36.0,Business,Business Visitor,43.0,Other,Egypt,UK,Egypt_Main_Center,Pending,10
C-103864,2021-02-11,2024-02-26,36.0,Student,Student Tier 4,23.0,Other,Pakistan,Singapore,Pakistan_Main_Center,Pending,2
C-103865,2022-07-03,2022-08-11,39.0,Tourist,B2,35.0,Male,Canada,Germany,Toronto_Center,Approved,7
C-103866,2020-06-02,2020-08-25,84.0,Work,Work Permit,74.0,Other,Germany,Switzerland,Berlin_Center,Approved,6
C-103867,2024-10-12,2025-01-24,104.0,Work,Employment Pass,58.0,Unknown,Bangladesh,Australia,Bangladesh_Main_Center,Approved,10
C-103868,2021-06-21,2024-02-26,36.0,Work,Skilled Worker,32.0,Unknown,Peru,Netherlands,Peru_Main_Center,Pending,6
C-103869,2023-11-06,2023-12-09,33.0,Tourist,Visitor Subclass 600,30.0,Female,Philippines,UK,Manila_Center,Approved,11
C-103870,2024-06-27,2024-09-28,93.0,Work,Work Permit,57.0,Other,Brazil,Canada,Brasilia_Center,Approved,6
C-103871,2023-10-07,2023-10-27,20.0,Student,M1,23.0,Female,Japan,Netherlands,Japan_Main_Center,Approved,10
C-103872,2022-05-24,2024-02-26,36.0,Tourist,Schengen Tourist,31.0,Other,Italy,Switzerland,Italy_Main_Center,Pending,5
C-103873,2022-03-12,2022-06-02,82.0,Work,H1B,59.0,Male,South Korea,Japan,South Korea_Main_Center,Denied,3
C-103874,2022-07-16,2022-09-03,49.0,Tourist,Schengen Tourist,71.0,Other,China,UK,Chengdu_Center,Approved,7
C-103875,2020-01-19,2020-04-14,86.0,Transit,Transit Visa,59.0,Male,Peru,UK,Peru_Main_Center,Approved,1
C-103876,2023-09-26,2023-10-21,25.0,Tourist,B2,20.0,Other,South Korea,Australia,South Korea_Main_Center,Approved,9
C-103877,2020-05-02,2020-05-18,16.0,Tourist,B2,39.0,Other,Turkey,Australia,Turkey_Main_Center,Approved,5
C-103878,2023-07-26,2023-11-15,112.0,Work,H1B,25.0,Male,Japan,Canada,Japan_Main_Center,Approved,7
C-103879,2022-12-26,2023-04-03,98.0,Work,L1,40.0,Other,Vietnam,UK,Vietnam_Main_Center,Approved,12
C-103880,2020-07-06,2020-08-30,55.0,Student,M1,26.0,Male,Peru,Japan,Peru_Main_Center,Approved,7
C-103881,2020-10-29,2021-01-18,81.0,Work,Employment Pass,74.0,Female,UK,Japan,Unknown,Approved,10
C-103882,2020-11-01,2021-02-28,119.0,Work,Work Permit,53.0,Other,Nigeria,UK,Nigeria_Main_Center,Approved,11
C-103883,2020-01-06,2020-02-22,47.0,Student,M1,30.0,Other,Pakistan,New Zealand,Pakistan_Main_Center,Approved,1
C-103884,2021-04-24,2021-08-19,117.0,Work,L1,71.0,Other,Colombia,USA,Colombia_Main_Center,Approved,4
C-103885,2020-03-11,2020-04-30,50.0,Student,Student Tier 4,23.0,Other,Germany,Canada,Frankfurt_Center,Approved,3
C-103886,2020-05-16,2020-06-03,18.0,Business,B1,75.0,Female,Japan,Germany,Japan_Main_Center,Approved,5
C-103887,2022-05-26,2022-08-11,77.0,Work,H1B,62.0,Female,South Korea,Netherlands,South Korea_Main_Center,Approved,5
C-103888,2022-01-17,2022-02-27,41.0,Tourist,Tourist Visa,29.0,Female,Iran,UAE,Iran_Main_Center,Approved,1
C-103889,2022-08-03,2022-08-24,21.0,Business,B1,22.0,Male,Peru,Netherlands,Peru_Main_Center,Approved,8
C-103890,2023-08-03,2023-10-16,74.0,Work,L1,53.0,Male,Turkey,USA,Turkey_Main_Center,Approved,8
C-103891,2024-07-12,2025-01-21,193.0,Family,IR1,64.0,Male,Canada,Japan,Toronto_Center,Approved,7
C-103892,2021-10-31,2024-02-26,36.0,Student,Unknown,18.0,Female,UK,USA,London_Center,Pending,10
C-103893,2020-09-08,2020-11-09,62.0,Student,Study Permit,26.0,Other,Thailand,France,Thailand_Main_Center,Approved,9
C-103894,2023-08-18,2023-11-08,82.0,Work,Work Permit,58.0,Male,Vietnam,USA,Vietnam_Main_Center,Approved,8
C-103895,2022-01-19,2022-05-02,103.0,Work,L1,36.0,Male,Colombia,New Zealand,Colombia_Main_Center,Approved,1
C-103896,2023-01-27,2023-05-01,94.0,Work,H1B,32.0,Other,Peru,Japan,Peru_Main_Center,Denied,1
C-103897,2023-09-27,2024-02-26,36.0,Tourist,Visitor Subclass 600,25.0,Other,Iran,Netherlands,Iran_Main_Center,Pending,9
C-103898,2023-04-19,2023-05-11,22.0,Tourist,Schengen Tourist,68.0,Other,South Korea,Switzerland,South Korea_Main_Center,Approved,4
C-103899,2023-02-18,2023-04-21,62.0,Work,H1B,29.0,Female,Kenya,Canada,Unknown,Approved,2
C-103900,2021-08-08,2021-10-18,71.0,Student,M1,28.0,Male,Russia,UAE,Russia_Main_Center,Approved,8
C-103901,2023-07-17,2023-10-28,103.0,Work,H1B,64.0,Other,France,Canada,Unknown,Approved,7
C-103902,2022-06-19,2024-02-26,36.0,Work,Skilled Worker,69.0,Male,Thailand,USA,Thailand_Main_Center,Pending,6
C-103903,2023-08-03,2024-01-10,160.0,Family,IR1,9.0,Female,Spain,USA,Spain_Main_Center,Unknown,8
C-103904,2022-10-07,2022-11-10,34.0,Tourist,Schengen Tourist,19.0,Female,Colombia,UAE,Colombia_Main_Center,Approved,10
C-103905,2021-06-12,2021-07-16,34.0,Tourist,Schengen Tourist,68.0,Other,Japan,USA,Japan_Main_Center,Approved,6
C-103906,2022-07-28,2023-09-27,426.0,Tourist,Schengen Tourist,70.0,Other,Nigeria,Germany,Nigeria_Main_Center,Denied,7
C-103907,2024-10-19,2024-11-26,38.0,Student,Student Tier 4,30.0,Female,Colombia,New Zealand,Colombia_Main_Center,Approved,10
C-103908,2020-06-20,2020-07-24,34.0,Tourist,Schengen Tourist,47.0,Unknown,France,New Zealand,France_Main_Center,Approved,6
C-103909,2023-06-10,2023-09-12,94.0,Work,Employment Pass,28.0,Male,Philippines,Australia,Manila_Center,Approved,6
C-103910,2023-09-07,2024-02-26,36.0,Student,Student Tier 4,27.0,Other,Kenya,Australia,Kenya_Main_Center,Pending,9
C-103911,2022-02-23,2022-05-15,81.0,Transit,Transit Visa,44.0,Other,Iran,Switzerland,Iran_Main_Center,Approved,2
C-103912,2021-09-08,2021-10-08,30.0,Tourist,Tourist Visa,43.0,Other,Pakistan,Singapore,Pakistan_Main_Center,Approved,9
C-103913,2022-03-04,2022-04-03,30.0,Tourist,Tourist Visa,59.0,Other,India,Netherlands,Kolkata_Center,Approved,3
C-103914,2020-01-05,2020-04-22,108.0,Work,Skilled Worker,72.0,Male,Japan,Canada,Japan_Main_Center,Approved,1
C-103915,2022-02-07,2022-04-28,80.0,Work,Work Permit,51.0,Male,Russia,Australia,Russia_Main_Center,Approved,2
C-103916,2021-09-01,2021-09-11,10.0,Tourist,Visitor Subclass 600,58.0,Other,Spain,Switzerland,Spain_Main_Center,Denied,9
C-103917,2022-04-22,2022-07-28,97.0,Work,H1B,46.0,Male,Pakistan,Japan,Pakistan_Main_Center,Denied,4
C-103918,2023-02-11,2023-03-05,22.0,Tourist,B2,54.0,Female,China,UK,Beijing_Center,Unknown,2
C-103919,2023-03-20,2023-04-16,27.0,Tourist,Schengen Tourist,22.0,Female,Philippines,UK,Manila_Center,Approved,3
C-103920,2024-07-06,2024-10-29,115.0,Work,Employment Pass,47.0,Male,Brazil,USA,Rio de Janeiro_Center,Approved,7
C-103921,2020-08-25,2020-10-13,49.0,Student,M1,22.0,Other,Japan,Singapore,Japan_Main_Center,Approved,8
C-103922,2024-06-27,2024-08-10,44.0,Tourist,B2,49.0,Male,Mexico,UAE,Mexico City_Center,Approved,6
C-103923,2022-07-11,2022-09-14,65.0,Transit,C1,25.0,Other,Colombia,UK,Colombia_Main_Center,Approved,7
C-103924,2023-08-13,2023-12-02,111.0,Work,Employment Pass,22.0,Female,Nigeria,USA,Nigeria_Main_Center,Approved,8
C-103925,2020-01-17,2020-02-14,28.0,Business,Schengen Business,38.0,Male,Japan,Canada,Japan_Main_Center,Denied,1
C-103926,2023-10-23,2024-05-05,195.0,Family,IR1,9.0,Unknown,Italy,Singapore,Unknown,Approved,10
C-103927,2020-10-29,2020-12-05,37.0,Student,Study Permit,39.0,Female,UK,New Zealand,London_Center,Approved,10
C-103928,2021-07-04,2021-08-09,36.0,Tourist,Tourist Visa,20.0,Male,Spain,France,Spain_Main_Center,Approved,7
C-103929,2021-01-11,2021-02-28,48.0,Student,Study Permit,39.0,Other,Egypt,France,Egypt_Main_Center,Approved,1
C-103930,2023-04-25,2023-07-14,80.0,Diplomatic,A1,39.0,Other,China,USA,Beijing_Center,Approved,4
C-103931,2023-04-16,2023-07-08,83.0,Work,L1,64.0,Male,Canada,France,Toronto_Center,Approved,4
C-103932,2020-10-29,2020-11-19,21.0,Business,B1,36.0,Other,China,Japan,Chengdu_Center,Approved,10
C-103933,2024-04-14,2024-05-27,43.0,Student,M1,20.0,Male,Pakistan,Netherlands,Pakistan_Main_Center,Approved,4
C-103934,2022-09-18,2022-12-18,91.0,Work,L1,35.0,Male,Philippines,New Zealand,Manila_Center,Approved,9
C-103935,2021-06-07,2021-07-14,37.0,Tourist,Unknown,37.0,Male,Peru,Australia,Peru_Main_Center,Approved,6
C-103936,2021-05-27,2021-06-25,29.0,Tourist,Tourist Visa,50.0,Male,Brazil,Canada,Brasilia_Center,Approved,5
C-103937,2022-07-15,2022-08-26,42.0,Student,M1,30.0,Male,Thailand,Canada,Thailand_Main_Center,Approved,7
C-103938,2024-05-06,2024-07-04,59.0,Work,Skilled Worker,33.0,Other,India,New Zealand,Chennai_Center,Approved,5
C-103939,2023-03-09,2024-02-26,36.0,Transit,C1,67.0,Male,France,Netherlands,France_Main_Center,Pending,3
C-103940,2024-08-25,2024-10-04,40.0,Tourist,Tourist Visa,75.0,Other,India,Canada,Hyderabad_Center,Unknown,8
C-103941,2024-03-27,2024-06-07,72.0,Work,Employment Pass,39.0,Male,Vietnam,Switzerland,Vietnam_Main_Center,Denied,3
C-103942,2024-03-17,2024-06-07,82.0,Work,Skilled Worker,34.0,Male,Nigeria,UK,Nigeria_Main_Center,Approved,3
C-103943,2024-03-10,2024-06-09,91.0,Work,L1,62.0,Male,Turkey,Germany,Turkey_Main_Center,Approved,3
C-103944,2024-11-30,2025-01-10,41.0,Work,Work Permit,49.0,Female,Germany,USA,Frankfurt_Center,Denied,11
C-103945,2024-08-06,2024-09-10,35.0,Tourist,Tourist Visa,40.0,Other,Egypt,Canada,Egypt_Main_Center,Approved,8
C-103946,2024-04-10,2024-06-20,71.0,Work,Skilled Worker,41.0,Other,Spain,New Zealand,Spain_Main_Center,Approved,4
C-103947,2022-04-18,2022-07-02,75.0,Work,Skilled Worker,63.0,Male,Colombia,Switzerland,Colombia_Main_Center,Approved,4
C-103948,2023-12-10,2024-01-02,23.0,Tourist,Schengen Tourist,61.0,Male,Brazil,Germany,Rio de Janeiro_Center,Denied,12
C-103949,2023-10-06,2023-10-28,22.0,Tourist,Schengen Tourist,37.0,Other,Japan,Australia,Japan_Main_Center,Approved,10
C-103950,2023-01-18,2024-02-26,36.0,Work,Employment Pass,64.0,Male,Vietnam,Switzerland,Vietnam_Main_Center,Pending,1
C-103951,2023-10-14,2023-11-01,18.0,Business,B1,68.0,Female,Thailand,Netherlands,Thailand_Main_Center,Approved,10
C-103952,2020-10-24,2020-11-19,26.0,Tourist,B2,25.0,Other,Egypt,Singapore,Egypt_Main_Center,Approved,10
C-103953,2020-01-13,2020-02-20,38.0,Tourist,Tourist Visa,20.0,Male,Colombia,Canada,Colombia_Main_Center,Denied,1
C-103954,2021-12-05,2022-02-04,61.0,Student,F1,19.0,Male,Vietnam,Singapore,Vietnam_Main_Center,Approved,12
C-103955,2020-02-07,2020-03-21,43.0,Student,M1,25.0,Other,Spain,UK,Spain_Main_Center,Approved,2
C-103956,2024-12-05,2025-01-15,41.0,Student,Student Tier 4,20.0,Male,France,Switzerland,France_Main_Center,Approved,12
C-103957,2020-09-24,2020-12-29,96.0,Work,Unknown,24.0,Other,Iran,Germany,Iran_Main_Center,Approved,9
C-103958,2022-03-15,2024-02-26,36.0,Business,Schengen Business,46.0,Female,Bangladesh,France,Bangladesh_Main_Center,Pending,3
C-103959,2024-03-22,2024-05-14,53.0,Diplomatic,Diplomatic Visa,39.0,Female,Mexico,UAE,Juarez_Center,Approved,3
C-103960,2022-04-22,2022-06-21,60.0,Student,Student Tier 4,22.0,Male,France,USA,France_Main_Center,Approved,4
C-103961,2024-04-01,2024-05-26,55.0,Student,M1,29.0,Male,Vietnam,France,Vietnam_Main_Center,Denied,4
C-103962,2022-05-28,2022-06-11,14.0,Tourist,B2,32.0,Male,Canada,Australia,Toronto_Center,Approved,5
C-103963,2022-06-08,2022-07-25,47.0,Student,Study Permit,20.0,Other,Russia,UK,Russia_Main_Center,Approved,6
C-103964,2023-08-05,2023-11-28,115.0,Work,H1B,45.0,Female,Japan,USA,Japan_Main_Center,Approved,8
C-103965,2022-02-26,2022-04-14,47.0,Tourist,Schengen Tourist,56.0,Other,China,France,Beijing_Center,Approved,2
C-103966,2024-02-14,2024-05-26,102.0,Work,Skilled Worker,37.0,Other,Brazil,Australia,Rio de Janeiro_Center,Approved,2
C-103967,2024-08-21,2025-01-18,150.0,Work,L1,58.0,Female,Peru,Australia,Peru_Main_Center,Approved,8
C-103968,2020-01-26,2024-02-26,36.0,Tourist,Tourist Visa,65.0,Male,Spain,Singapore,Spain_Main_Center,Pending,1
C-103969,2023-05-22,2023-06-14,23.0,Business,Business Visitor,35.0,Male,Turkey,Netherlands,Turkey_Main_Center,Denied,5
C-103970,2020-12-09,2021-02-27,80.0,Work,Work Permit,31.0,Male,Philippines,UK,Cebu_Center,Approved,12
C-103971,2022-07-24,2024-01-31,556.0,Tourist,Schengen Tourist,54.0,Male,Turkey,UAE,Turkey_Main_Center,Denied,7
C-103972,2022-12-21,2023-07-18,209.0,Family,IR1,37.0,Other,Italy,Canada,Italy_Main_Center,Denied,12
C-103973,2021-06-25,2021-08-31,67.0,Student,Study Permit,20.0,Male,Turkey,France,Turkey_Main_Center,Denied,6
C-103974,2020-01-09,2020-03-01,52.0,Tourist,B2,59.0,Male,Egypt,New Zealand,Egypt_Main_Center,Denied,1
C-103975,2023-05-05,2023-06-01,27.0,Tourist,Visitor Subclass 600,33.0,Female,Egypt,Japan,Egypt_Main_Center,Approved,5
C-103976,2022-11-22,2022-12-23,31.0,Business,B1,42.0,Other,Bangladesh,Canada,Bangladesh_Main_Center,Approved,11
C-103977,2021-08-28,2021-10-01,34.0,Tourist,Schengen Tourist,38.0,Male,France,UAE,France_Main_Center,Approved,8
C-103978,2022-06-07,2022-09-23,108.0,Work,Work Permit,25.0,Male,France,Switzerland,France_Main_Center,Approved,6
C-103979,2023-10-03,2023-11-16,44.0,Tourist,Tourist Visa,45.0,Other,Mexico,Canada,Monterrey_Center,Approved,10
C-103980,2023-02-15,2024-02-20,370.0,Work,Work Permit,26.0,Other,South Korea,Australia,South Korea_Main_Center,Denied,2
C-103981,2021-02-17,2021-04-10,52.0,Student,Student Tier 4,29.0,Other,Spain,USA,Spain_Main_Center,Approved,2
C-103982,2020-02-05,2020-03-24,48.0,Student,Student Tier 4,23.0,Female,Colombia,Switzerland,Colombia_Main_Center,Denied,2
C-103983,2024-02-22,2024-05-11,79.0,Work,L1,24.0,Female,UK,Canada,London_Center,Approved,2
C-103984,2024-10-19,2025-01-07,80.0,Work,Skilled Worker,42.0,Other,Canada,Switzerland,Vancouver_Center,Approved,10
C-103985,2023-01-28,2023-03-02,33.0,Tourist,Visitor Subclass 600,26.0,Male,Nigeria,Germany,Nigeria_Main_Center,Approved,1
C-103986,2023-06-02,2024-02-26,36.0,Work,H1B,44.0,Female,Russia,Singapore,Russia_Main_Center,Pending,6
C-103987,2021-03-18,2021-07-13,117.0,Work,Skilled Worker,73.0,Male,Peru,UAE,Peru_Main_Center,Approved,3
C-103988,2024-06-11,2024-07-19,38.0,Tourist,Schengen Tourist,71.0,Other,Iran,Australia,Iran_Main_Center,Approved,6
C-103989,2020-02-07,2020-05-01,84.0,Work,H1B,62.0,Male,India,Netherlands,Mumbai_Center,Denied,2
C-103990,2024-08-27,2024-02-26,36.0,Work,L1,63.0,Male,Iran,Germany,Iran_Main_Center,Pending,8
C-103991,2023-03-28,2024-02-26,36.0,Tourist,Schengen Tourist,51.0,Other,France,Singapore,France_Main_Center,Pending,3
C-103992,2021-12-23,2022-01-12,20.0,Business,B1,42.0,Female,Russia,Japan,Unknown,Approved,12
C-103993,2021-06-24,2021-09-14,82.0,Work,Work Permit,39.0,Female,China,France,Chengdu_Center,Approved,6
C-103994,2021-02-26,2021-04-17,50.0,Work,H1B,26.0,Female,Spain,Japan,Spain_Main_Center,Approved,2
C-103995,2021-12-04,2022-02-28,86.0,Work,Skilled Worker,62.0,Male,China,Singapore,Beijing_Center,Denied,12
C-103996,2022-03-31,2024-02-26,36.0,Work,Employment Pass,73.0,Male,Turkey,Singapore,Turkey_Main_Center,Pending,3
C-103997,2020-12-13,2021-02-03,52.0,Student,Study Permit,30.0,Male,South Korea,Netherlands,South Korea_Main_Center,Approved,12
C-103998,2022-07-01,2022-08-13,43.0,Tourist,Tourist Visa,34.0,Male,Italy,New Zealand,Italy_Main_Center,Approved,7
C-103999,2021-08-26,2022-01-14,141.0,Work,Skilled Worker,42.0,Female,Thailand,Canada,Thailand_Main_Center,Approved,8
C-104000,2024-04-19,2024-05-07,18.0,Business,Business Visitor,43.0,Other,Mexico,Singapore,Juarez_Center,Approved,4
C-104001,2024-12-13,2025-03-29,106.0,Work,Employment Pass,41.0,Other,Kenya,Singapore,Kenya_Main_Center,Denied,12
C-104002,2022-06-08,2023-02-14,251.0,Family,CR1,5.0,Other,Bangladesh,Germany,Bangladesh_Main_Center,Approved,6
C-104003,2023-01-25,2023-04-10,75.0,Student,Student Tier 4,25.0,Male,Pakistan,Australia,Pakistan_Main_Center,Approved,1
C-104004,2023-11-09,2023-11-29,20.0,Tourist,Schengen Tourist,53.0,Male,Nigeria,France,Nigeria_Main_Center,Denied,11
C-104005,2021-05-21,2021-08-06,77.0,Work,L1,36.0,Male,Nigeria,Netherlands,Nigeria_Main_Center,Denied,5
C-104006,2024-05-04,2024-09-18,137.0,Work,L1,49.0,Other,India,Canada,Kolkata_Center,Approved,5
C-104007,2023-03-14,2023-06-16,94.0,Work,Work Permit,19.0,Other,India,UK,Mumbai_Center,Approved,3
C-104008,2021-08-27,2021-11-02,67.0,Student,M1,24.0,Female,Pakistan,France,Pakistan_Main_Center,Approved,8
C-104009,2023-01-28,2023-04-01,63.0,Work,Unknown,60.0,Male,Mexico,France,Mexico City_Center,Approved,1
C-104010,2021-11-25,2022-01-08,44.0,Tourist,Visitor Subclass 600,62.0,Male,Germany,USA,Berlin_Center,Approved,11
C-104011,2022-04-07,2022-04-22,15.0,Business,B1,42.0,Other,Vietnam,UK,Vietnam_Main_Center,Approved,4
C-104012,2023-03-18,2023-05-22,65.0,Work,Work Permit,60.0,Other,South Korea,Australia,South Korea_Main_Center,Denied,3
C-104013,2021-09-06,2021-10-07,31.0,Student,Unknown,21.0,Other,Turkey,UK,Turkey_Main_Center,Approved,9
C-104014,2024-11-15,2024-12-21,36.0,Tourist,Tourist Visa,56.0,Female,China,France,Chengdu_Center,Approved,11
C-104015,2022-08-27,2022-10-01,35.0,Tourist,B2,21.0,Female,India,Germany,Delhi_Center,Approved,8
C-104016,2024-06-21,2024-07-26,35.0,Business,Business Visitor,72.0,Male,India,France,Delhi_Center,Approved,6
C-104017,2024-12-30,2025-01-31,32.0,Business,Business Visitor,60.0,Female,Thailand,UAE,Thailand_Main_Center,Approved,12
