Application_Month,Peak_Season,countryAvg,visa_type_Avg,Delay_Status,visa_class_Avg,Processing_Days
10,Off-Peak,63.09761549925484,92.99161887957654,Normal,94.74632352941177,36.0
8,Peak,66.30521472392638,52.2916392363397,Delayed,51.23287671232877,84.0
1,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,94.74632352941177,118.0
4,Off-Peak,65.37269681742043,39.43447037701975,Normal,36.92940038684719,36.0
12,Off-Peak,65.50972104818258,52.2916392363397,Normal,53.711934156378604,46.0
10,Off-Peak,61.9236276849642,52.2916392363397,Normal,53.53501400560224,36.0
10,Off-Peak,66.25196850393701,39.43447037701975,Fast,37.76707202993452,19.0
12,Off-Peak,66.37839937839938,39.43447037701975,Normal,42.395198522622344,36.0
7,Peak,66.30521472392638,39.43447037701975,Normal,36.92940038684719,47.0
11,Off-Peak,67.8239815526518,39.43447037701975,Normal,60.958666666666666,40.0
9,Off-Peak,64.56770833333333,39.43447037701975,Fast,36.92940038684719,27.0
8,Peak,67.8239815526518,52.2916392363397,Normal,52.0267229254571,36.0
5,Peak,66.30521472392638,29.534550195567146,Fast,60.958666666666666,23.0
5,Peak,63.61986863711002,39.43447037701975,Normal,42.395198522622344,38.0
7,Peak,67.8239815526518,92.99161887957654,Delayed,94.74632352941177,65.0
3,Off-Peak,63.61986863711002,39.43447037701975,Normal,42.395198522622344,33.0
11,Off-Peak,65.50972104818258,92.99161887957654,Delayed,92.83892617449665,65.0
2,Off-Peak,63.61986863711002,92.99161887957654,Severely Delayed,92.83892617449665,136.0
9,Off-Peak,67.8239815526518,29.534550195567146,Normal,29.401574803149607,34.0
4,Off-Peak,63.61986863711002,171.03977272727272,Severely Delayed,174.6283783783784,175.0
2,Off-Peak,63.61986863711002,72.12162162162163,Delayed,75.72985781990522,57.0
12,Off-Peak,66.30521472392638,39.43447037701975,Normal,42.395198522622344,31.0
5,Peak,63.61986863711002,29.534550195567146,Fast,32.86150712830957,19.0
9,Off-Peak,65.50972104818258,92.99161887957654,Normal,91.60069444444444,36.0
9,Off-Peak,63.09761549925484,39.43447037701975,Normal,40.150870406189554,40.0
3,Off-Peak,66.37839937839938,92.99161887957654,Delayed,94.74632352941177,75.0
10,Off-Peak,63.61986863711002,39.43447037701975,Fast,42.395198522622344,18.0
12,Off-Peak,64.56770833333333,39.43447037701975,Normal,40.150870406189554,45.0
7,Peak,66.25196850393701,39.43447037701975,Normal,36.92940038684719,35.0
3,Off-Peak,65.37269681742043,92.99161887957654,Delayed,91.99769585253456,86.0
3,Off-Peak,66.37839937839938,72.12162162162163,Normal,69.63981042654028,47.0
8,Peak,64.23585657370518,29.534550195567146,Fast,26.6414686825054,26.0
7,Peak,63.61986863711002,72.12162162162163,Delayed,75.72985781990522,55.0
11,Off-Peak,63.61986863711002,92.99161887957654,Severely Delayed,94.74632352941177,100.0
10,Off-Peak,62.77526273241714,39.43447037701975,Fast,40.150870406189554,28.0
12,Off-Peak,62.77526273241714,29.534550195567146,Fast,26.6414686825054,30.0
5,Peak,64.56770833333333,92.99161887957654,Severely Delayed,91.99769585253456,587.0
12,Off-Peak,64.23585657370518,52.2916392363397,Delayed,51.23287671232877,63.0
8,Peak,65.37269681742043,92.99161887957654,Delayed,94.70486111111111,76.0
3,Off-Peak,64.56770833333333,39.43447037701975,Normal,42.395198522622344,42.0
7,Peak,65.50972104818258,171.03977272727272,Severely Delayed,173.78181818181818,228.0
6,Peak,64.23585657370518,171.03977272727272,Severely Delayed,165.51977401129943,167.0
11,Off-Peak,65.50972104818258,39.43447037701975,Fast,40.150870406189554,29.0
2,Off-Peak,66.30521472392638,171.03977272727272,Severely Delayed,174.6283783783784,197.0
2,Off-Peak,65.50972104818258,52.2916392363397,Normal,53.711934156378604,43.0
12,Off-Peak,63.61986863711002,63.90344827586207,Delayed,64.32876712328768,55.0
5,Peak,63.61986863711002,39.43447037701975,Fast,42.395198522622344,27.0
3,Off-Peak,63.61986863711002,92.99161887957654,Normal,91.99769585253456,46.0
7,Peak,65.37269681742043,72.12162162162163,Delayed,69.63981042654028,78.0
1,Off-Peak,63.09761549925484,52.2916392363397,Delayed,53.711934156378604,61.0
9,Off-Peak,64.56770833333333,29.534550195567146,Fast,32.86150712830957,16.0
8,Peak,65.50972104818258,92.99161887957654,Severely Delayed,91.99769585253456,100.0
7,Peak,61.9236276849642,29.534550195567146,Normal,29.401574803149607,32.0
8,Peak,62.77526273241714,29.534550195567146,Fast,60.958666666666666,25.0
1,Off-Peak,64.56770833333333,39.43447037701975,Normal,36.92940038684719,36.0
11,Off-Peak,66.37839937839938,29.534550195567146,Fast,26.6414686825054,20.0
10,Off-Peak,65.50972104818258,29.534550195567146,Fast,26.6414686825054,30.0
7,Peak,67.8239815526518,92.99161887957654,Severely Delayed,91.99769585253456,113.0
3,Off-Peak,67.8239815526518,92.99161887957654,Delayed,91.60069444444444,87.0
3,Off-Peak,63.09761549925484,92.99161887957654,Normal,91.99769585253456,36.0
12,Off-Peak,64.23585657370518,171.03977272727272,Severely Delayed,165.51977401129943,197.0
3,Off-Peak,61.9236276849642,63.90344827586207,Delayed,63.63636363636363,74.0
6,Peak,66.37839937839938,39.43447037701975,Normal,37.76707202993452,47.0
3,Off-Peak,66.37839937839938,52.2916392363397,Normal,53.711934156378604,36.0
5,Peak,65.50972104818258,92.99161887957654,Delayed,91.99769585253456,79.0
9,Off-Peak,65.50972104818258,171.03977272727272,Severely Delayed,60.958666666666666,193.0
7,Peak,66.30521472392638,39.43447037701975,Normal,40.150870406189554,35.0
5,Peak,66.25196850393701,52.2916392363397,Normal,52.0267229254571,36.0
3,Off-Peak,62.77526273241714,29.534550195567146,Fast,26.6414686825054,22.0
4,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,92.83892617449665,109.0
3,Off-Peak,64.23585657370518,39.43447037701975,Normal,42.395198522622344,36.0
10,Off-Peak,66.30521472392638,39.43447037701975,Normal,37.76707202993452,40.0
1,Off-Peak,67.8239815526518,92.99161887957654,Normal,91.60069444444444,36.0
9,Off-Peak,64.23585657370518,63.90344827586207,Delayed,64.32876712328768,64.0
12,Off-Peak,66.30521472392638,171.03977272727272,Severely Delayed,173.78181818181818,183.0
8,Peak,63.09761549925484,29.534550195567146,Fast,26.6414686825054,28.0
1,Off-Peak,62.77526273241714,29.534550195567146,Fast,32.86150712830957,20.0
5,Peak,62.77526273241714,72.12162162162163,Normal,69.63981042654028,44.0
6,Peak,61.9236276849642,39.43447037701975,Normal,40.150870406189554,36.0
12,Off-Peak,64.56770833333333,52.2916392363397,Delayed,51.23287671232877,61.0
11,Off-Peak,64.23585657370518,92.99161887957654,Delayed,94.70486111111111,86.0
12,Off-Peak,64.23585657370518,52.2916392363397,Normal,53.711934156378604,31.0
1,Off-Peak,65.50972104818258,92.99161887957654,Delayed,91.60069444444444,85.0
8,Peak,66.30521472392638,63.90344827586207,Normal,64.32876712328768,42.0
4,Off-Peak,65.50972104818258,39.43447037701975,Severely Delayed,36.92940038684719,563.0
12,Off-Peak,67.8239815526518,39.43447037701975,Fast,37.76707202993452,30.0
8,Peak,66.37839937839938,52.2916392363397,Delayed,53.711934156378604,67.0
9,Off-Peak,63.09761549925484,39.43447037701975,Fast,42.395198522622344,30.0
2,Off-Peak,61.9236276849642,92.99161887957654,Delayed,91.99769585253456,70.0
3,Off-Peak,67.8239815526518,92.99161887957654,Normal,94.74632352941177,36.0
6,Peak,63.61986863711002,171.03977272727272,Normal,171.17021276595744,36.0
1,Off-Peak,63.09761549925484,52.2916392363397,Normal,52.0267229254571,47.0
3,Off-Peak,64.23585657370518,39.43447037701975,Fast,60.958666666666666,21.0
4,Off-Peak,66.37839937839938,52.2916392363397,Delayed,53.53501400560224,52.0
6,Peak,66.37839937839938,39.43447037701975,Fast,40.150870406189554,25.0
10,Off-Peak,64.56770833333333,52.2916392363397,Severely Delayed,53.711934156378604,641.0
8,Peak,66.30521472392638,29.534550195567146,Fast,32.86150712830957,23.0
8,Peak,67.8239815526518,52.2916392363397,Delayed,52.0267229254571,61.0
11,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,92.83892617449665,98.0
8,Peak,66.25196850393701,92.99161887957654,Severely Delayed,92.83892617449665,92.0
7,Peak,66.37839937839938,39.43447037701975,Normal,36.92940038684719,49.0
2,Off-Peak,64.56770833333333,39.43447037701975,Fast,37.76707202993452,20.0
3,Off-Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.70486111111111,112.0
12,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,91.99769585253456,104.0
9,Off-Peak,63.61986863711002,92.99161887957654,Delayed,91.60069444444444,71.0
7,Peak,63.61986863711002,92.99161887957654,Severely Delayed,94.70486111111111,96.0
8,Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.74632352941177,92.0
2,Off-Peak,66.25196850393701,39.43447037701975,Normal,37.76707202993452,34.0
12,Off-Peak,61.9236276849642,52.2916392363397,Normal,51.23287671232877,36.0
3,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,91.99769585253456,92.0
5,Peak,65.50972104818258,52.2916392363397,Normal,52.0267229254571,41.0
1,Off-Peak,63.61986863711002,29.534550195567146,Fast,29.401574803149607,26.0
6,Peak,67.8239815526518,63.90344827586207,Delayed,63.63636363636363,77.0
3,Off-Peak,66.37839937839938,39.43447037701975,Fast,42.395198522622344,24.0
1,Off-Peak,66.37839937839938,92.99161887957654,Normal,92.83892617449665,36.0
2,Off-Peak,66.30521472392638,39.43447037701975,Delayed,40.150870406189554,51.0
4,Off-Peak,64.56770833333333,39.43447037701975,Normal,60.958666666666666,46.0
1,Off-Peak,66.25196850393701,92.99161887957654,Severely Delayed,91.60069444444444,97.0
9,Off-Peak,66.25196850393701,39.43447037701975,Normal,37.76707202993452,31.0
11,Off-Peak,64.23585657370518,39.43447037701975,Fast,37.76707202993452,26.0
9,Off-Peak,64.23585657370518,171.03977272727272,Severely Delayed,174.6283783783784,242.0
4,Off-Peak,64.56770833333333,171.03977272727272,Severely Delayed,174.6283783783784,153.0
9,Off-Peak,64.56770833333333,92.99161887957654,Delayed,91.99769585253456,78.0
11,Off-Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.70486111111111,96.0
2,Off-Peak,63.09761549925484,39.43447037701975,Fast,37.76707202993452,21.0
11,Off-Peak,61.9236276849642,52.2916392363397,Delayed,51.23287671232877,57.0
5,Peak,65.37269681742043,39.43447037701975,Fast,37.76707202993452,18.0
2,Off-Peak,62.77526273241714,52.2916392363397,Fast,51.23287671232877,25.0
12,Off-Peak,63.61986863711002,92.99161887957654,Delayed,94.74632352941177,67.0
5,Peak,62.77526273241714,29.534550195567146,Fast,29.401574803149607,11.0
5,Peak,67.8239815526518,39.43447037701975,Normal,36.92940038684719,32.0
4,Off-Peak,65.50972104818258,72.12162162162163,Severely Delayed,75.72985781990522,94.0
2,Off-Peak,66.30521472392638,29.534550195567146,Fast,32.86150712830957,12.0
2,Off-Peak,66.37839937839938,39.43447037701975,Delayed,36.92940038684719,51.0
9,Off-Peak,64.56770833333333,52.2916392363397,Normal,51.23287671232877,37.0
6,Peak,65.37269681742043,52.2916392363397,Delayed,52.0267229254571,56.0
12,Off-Peak,64.56770833333333,52.2916392363397,Delayed,53.711934156378604,55.0
3,Off-Peak,66.37839937839938,39.43447037701975,Normal,36.92940038684719,33.0
5,Peak,63.09761549925484,39.43447037701975,Fast,40.150870406189554,25.0
5,Peak,62.77526273241714,92.99161887957654,Delayed,92.83892617449665,69.0
7,Peak,64.23585657370518,52.2916392363397,Normal,53.53501400560224,49.0
9,Off-Peak,65.50972104818258,92.99161887957654,Normal,94.74632352941177,36.0
12,Off-Peak,66.37839937839938,39.43447037701975,Fast,37.76707202993452,20.0
10,Off-Peak,63.09761549925484,92.99161887957654,Delayed,92.83892617449665,84.0
7,Peak,67.8239815526518,63.90344827586207,Delayed,64.32876712328768,62.0
2,Off-Peak,61.9236276849642,39.43447037701975,Fast,60.958666666666666,29.0
12,Off-Peak,67.8239815526518,92.99161887957654,Normal,94.74632352941177,36.0
1,Off-Peak,62.77526273241714,39.43447037701975,Fast,36.92940038684719,28.0
4,Off-Peak,67.8239815526518,39.43447037701975,Normal,60.958666666666666,41.0
1,Off-Peak,61.9236276849642,29.534550195567146,Fast,26.6414686825054,27.0
5,Peak,65.37269681742043,92.99161887957654,Severely Delayed,91.99769585253456,134.0
7,Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.70486111111111,114.0
4,Off-Peak,63.09761549925484,92.99161887957654,Delayed,94.70486111111111,82.0
4,Off-Peak,62.77526273241714,92.99161887957654,Severely Delayed,92.83892617449665,110.0
11,Off-Peak,66.25196850393701,92.99161887957654,Delayed,91.60069444444444,76.0
12,Off-Peak,62.77526273241714,63.90344827586207,Delayed,60.958666666666666,64.0
8,Peak,66.37839937839938,92.99161887957654,Severely Delayed,94.70486111111111,102.0
12,Off-Peak,66.25196850393701,39.43447037701975,Fast,40.150870406189554,30.0
3,Off-Peak,64.56770833333333,171.03977272727272,Severely Delayed,173.78181818181818,170.0
8,Peak,64.23585657370518,92.99161887957654,Severely Delayed,94.74632352941177,97.0
9,Off-Peak,62.77526273241714,29.534550195567146,Fast,29.401574803149607,23.0
11,Off-Peak,63.09761549925484,92.99161887957654,Delayed,91.60069444444444,66.0
11,Off-Peak,64.23585657370518,52.2916392363397,Delayed,53.711934156378604,58.0
4,Off-Peak,66.37839937839938,29.534550195567146,Fast,26.6414686825054,21.0
12,Off-Peak,63.09761549925484,39.43447037701975,Normal,36.92940038684719,33.0
8,Peak,66.37839937839938,92.99161887957654,Severely Delayed,91.60069444444444,121.0
12,Off-Peak,64.56770833333333,52.2916392363397,Normal,51.23287671232877,36.0
8,Peak,61.9236276849642,39.43447037701975,Normal,37.76707202993452,35.0
7,Peak,66.30521472392638,52.2916392363397,Delayed,52.0267229254571,64.0
10,Off-Peak,65.50972104818258,39.43447037701975,Fast,36.92940038684719,24.0
6,Peak,64.56770833333333,92.99161887957654,Severely Delayed,60.958666666666666,102.0
2,Off-Peak,65.50972104818258,39.43447037701975,Fast,37.76707202993452,27.0
6,Peak,64.56770833333333,92.99161887957654,Delayed,91.60069444444444,75.0
5,Peak,66.37839937839938,92.99161887957654,Delayed,91.99769585253456,86.0
8,Peak,63.61986863711002,52.2916392363397,Delayed,52.0267229254571,52.0
3,Off-Peak,66.25196850393701,39.43447037701975,Fast,36.92940038684719,24.0
12,Off-Peak,64.56770833333333,39.43447037701975,Fast,42.395198522622344,24.0
10,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,92.83892617449665,134.0
3,Off-Peak,66.30521472392638,39.43447037701975,Fast,36.92940038684719,21.0
6,Peak,64.56770833333333,29.534550195567146,Fast,26.6414686825054,29.0
6,Peak,66.25196850393701,92.99161887957654,Severely Delayed,91.99769585253456,113.0
5,Peak,66.25196850393701,171.03977272727272,Severely Delayed,174.6283783783784,196.0
7,Peak,66.25196850393701,92.99161887957654,Severely Delayed,94.74632352941177,102.0
5,Peak,66.30521472392638,39.43447037701975,Normal,60.958666666666666,40.0
12,Off-Peak,63.09761549925484,29.534550195567146,Fast,29.401574803149607,22.0
11,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,60.958666666666666,117.0
5,Peak,64.23585657370518,39.43447037701975,Normal,42.395198522622344,41.0
10,Off-Peak,67.8239815526518,63.90344827586207,Delayed,63.63636363636363,75.0
2,Off-Peak,63.61986863711002,39.43447037701975,Normal,36.92940038684719,48.0
3,Off-Peak,65.50972104818258,92.99161887957654,Severely Delayed,92.83892617449665,99.0
8,Peak,66.30521472392638,39.43447037701975,Normal,42.395198522622344,36.0
6,Peak,66.25196850393701,52.2916392363397,Normal,53.53501400560224,48.0
11,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,91.60069444444444,97.0
8,Peak,62.77526273241714,29.534550195567146,Fast,26.6414686825054,30.0
8,Peak,66.25196850393701,39.43447037701975,Normal,37.76707202993452,39.0
5,Peak,65.37269681742043,39.43447037701975,Fast,36.92940038684719,30.0
7,Peak,66.30521472392638,39.43447037701975,Fast,40.150870406189554,28.0
10,Off-Peak,63.09761549925484,52.2916392363397,Normal,53.53501400560224,38.0
7,Peak,64.56770833333333,39.43447037701975,Normal,40.150870406189554,50.0
8,Peak,61.9236276849642,52.2916392363397,Delayed,52.0267229254571,67.0
8,Peak,63.09761549925484,92.99161887957654,Delayed,92.83892617449665,90.0
5,Peak,66.30521472392638,92.99161887957654,Delayed,92.83892617449665,86.0
5,Peak,65.50972104818258,52.2916392363397,Normal,53.711934156378604,36.0
10,Off-Peak,63.09761549925484,52.2916392363397,Normal,53.711934156378604,36.0
9,Off-Peak,66.37839937839938,29.534550195567146,Normal,29.401574803149607,36.0
8,Peak,64.23585657370518,92.99161887957654,Severely Delayed,94.70486111111111,112.0
11,Off-Peak,65.37269681742043,39.43447037701975,Normal,36.92940038684719,39.0
5,Peak,61.9236276849642,29.534550195567146,Fast,32.86150712830957,24.0
6,Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.74632352941177,121.0
9,Off-Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,36.0
8,Peak,66.37839937839938,52.2916392363397,Fast,52.0267229254571,12.0
9,Off-Peak,62.77526273241714,39.43447037701975,Normal,42.395198522622344,37.0
7,Peak,67.8239815526518,92.99161887957654,Normal,92.83892617449665,36.0
11,Off-Peak,61.9236276849642,52.2916392363397,Normal,53.711934156378604,45.0
11,Off-Peak,62.77526273241714,39.43447037701975,Normal,42.395198522622344,34.0
4,Off-Peak,66.30521472392638,63.90344827586207,Normal,64.32876712328768,36.0
3,Off-Peak,66.30521472392638,39.43447037701975,Delayed,42.395198522622344,53.0
8,Peak,61.9236276849642,52.2916392363397,Delayed,53.53501400560224,60.0
8,Peak,64.56770833333333,39.43447037701975,Normal,40.150870406189554,38.0
9,Off-Peak,65.37269681742043,39.43447037701975,Normal,36.92940038684719,37.0
8,Peak,66.37839937839938,39.43447037701975,Normal,37.76707202993452,33.0
3,Off-Peak,66.30521472392638,52.2916392363397,Normal,51.23287671232877,43.0
1,Off-Peak,62.77526273241714,39.43447037701975,Normal,42.395198522622344,36.0
1,Off-Peak,66.30521472392638,52.2916392363397,Delayed,51.23287671232877,59.0
8,Peak,66.30521472392638,63.90344827586207,Delayed,63.63636363636363,71.0
3,Off-Peak,63.61986863711002,29.534550195567146,Fast,29.401574803149607,16.0
1,Off-Peak,66.30521472392638,92.99161887957654,Severely Delayed,60.958666666666666,96.0
9,Off-Peak,63.61986863711002,52.2916392363397,Normal,53.53501400560224,41.0
9,Off-Peak,62.77526273241714,29.534550195567146,Fast,29.401574803149607,13.0
9,Off-Peak,66.25196850393701,52.2916392363397,Normal,52.0267229254571,41.0
3,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,94.70486111111111,104.0
10,Off-Peak,61.9236276849642,52.2916392363397,Fast,51.23287671232877,26.0
11,Off-Peak,65.37269681742043,52.2916392363397,Delayed,53.711934156378604,52.0
5,Peak,63.61986863711002,171.03977272727272,Severely Delayed,171.17021276595744,234.0
8,Peak,62.77526273241714,39.43447037701975,Normal,37.76707202993452,35.0
6,Peak,65.50972104818258,92.99161887957654,Normal,94.70486111111111,36.0
5,Peak,66.37839937839938,92.99161887957654,Severely Delayed,92.83892617449665,110.0
8,Peak,65.50972104818258,52.2916392363397,Normal,53.53501400560224,36.0
12,Off-Peak,64.56770833333333,92.99161887957654,Severely Delayed,94.70486111111111,99.0
6,Peak,64.23585657370518,39.43447037701975,Delayed,37.76707202993452,55.0
9,Off-Peak,63.61986863711002,92.99161887957654,Delayed,91.99769585253456,58.0
4,Off-Peak,67.8239815526518,52.2916392363397,Delayed,53.53501400560224,61.0
6,Peak,61.9236276849642,52.2916392363397,Delayed,51.23287671232877,56.0
10,Off-Peak,64.56770833333333,52.2916392363397,Normal,52.0267229254571,36.0
7,Peak,66.25196850393701,52.2916392363397,Normal,53.53501400560224,36.0
6,Peak,63.61986863711002,92.99161887957654,Delayed,91.99769585253456,82.0
9,Off-Peak,65.37269681742043,52.2916392363397,Delayed,52.0267229254571,58.0
12,Off-Peak,66.25196850393701,92.99161887957654,Normal,94.74632352941177,36.0
12,Off-Peak,66.25196850393701,29.534550195567146,Fast,29.401574803149607,20.0
5,Peak,64.23585657370518,29.534550195567146,Normal,26.6414686825054,36.0
5,Peak,67.8239815526518,39.43447037701975,Normal,40.150870406189554,49.0
11,Off-Peak,63.61986863711002,52.2916392363397,Normal,53.53501400560224,42.0
6,Peak,66.37839937839938,39.43447037701975,Normal,40.150870406189554,36.0
9,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,94.70486111111111,113.0
12,Off-Peak,67.8239815526518,39.43447037701975,Delayed,60.958666666666666,52.0
4,Off-Peak,65.50972104818258,72.12162162162163,Delayed,75.72985781990522,79.0
2,Off-Peak,63.61986863711002,39.43447037701975,Normal,42.395198522622344,36.0
2,Off-Peak,66.37839937839938,29.534550195567146,Fast,32.86150712830957,11.0
4,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,92.83892617449665,97.0
10,Off-Peak,64.23585657370518,92.99161887957654,Delayed,92.83892617449665,66.0
10,Off-Peak,62.77526273241714,92.99161887957654,Delayed,60.958666666666666,86.0
11,Off-Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.70486111111111,94.0
6,Peak,65.50972104818258,29.534550195567146,Fast,29.401574803149607,22.0
5,Peak,67.8239815526518,29.534550195567146,Fast,26.6414686825054,24.0
12,Off-Peak,66.25196850393701,52.2916392363397,Normal,51.23287671232877,45.0
2,Off-Peak,65.37269681742043,63.90344827586207,Normal,64.32876712328768,31.0
10,Off-Peak,63.61986863711002,52.2916392363397,Delayed,52.0267229254571,60.0
12,Off-Peak,61.9236276849642,92.99161887957654,Severely Delayed,91.99769585253456,114.0
12,Off-Peak,65.37269681742043,171.03977272727272,Severely Delayed,173.78181818181818,172.0
9,Off-Peak,64.23585657370518,39.43447037701975,Normal,40.150870406189554,36.0
5,Peak,65.37269681742043,39.43447037701975,Normal,40.150870406189554,48.0
3,Off-Peak,65.37269681742043,39.43447037701975,Fast,40.150870406189554,24.0
6,Peak,63.09761549925484,39.43447037701975,Fast,40.150870406189554,30.0
6,Peak,65.50972104818258,39.43447037701975,Normal,36.92940038684719,42.0
4,Off-Peak,67.8239815526518,39.43447037701975,Fast,60.958666666666666,30.0
9,Off-Peak,66.30521472392638,52.2916392363397,Delayed,60.958666666666666,55.0
7,Peak,63.09761549925484,52.2916392363397,Delayed,52.0267229254571,63.0
4,Off-Peak,66.30521472392638,39.43447037701975,Fast,36.92940038684719,17.0
1,Off-Peak,66.37839937839938,92.99161887957654,Severely Delayed,94.74632352941177,520.0
3,Off-Peak,67.8239815526518,29.534550195567146,Fast,32.86150712830957,24.0
2,Off-Peak,61.9236276849642,39.43447037701975,Normal,37.76707202993452,32.0
8,Peak,63.61986863711002,39.43447037701975,Normal,40.150870406189554,45.0
3,Off-Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.74632352941177,93.0
9,Off-Peak,67.8239815526518,39.43447037701975,Fast,40.150870406189554,27.0
4,Off-Peak,61.9236276849642,92.99161887957654,Severely Delayed,92.83892617449665,93.0
5,Peak,64.56770833333333,92.99161887957654,Severely Delayed,94.74632352941177,108.0
2,Off-Peak,63.09761549925484,39.43447037701975,Normal,60.958666666666666,33.0
2,Off-Peak,61.9236276849642,92.99161887957654,Delayed,92.83892617449665,90.0
4,Off-Peak,66.37839937839938,52.2916392363397,Delayed,53.53501400560224,71.0
2,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,94.70486111111111,110.0
10,Off-Peak,67.8239815526518,29.534550195567146,Fast,32.86150712830957,19.0
1,Off-Peak,65.37269681742043,39.43447037701975,Normal,40.150870406189554,38.0
10,Off-Peak,65.50972104818258,52.2916392363397,Normal,53.711934156378604,39.0
8,Peak,61.9236276849642,52.2916392363397,Normal,53.711934156378604,47.0
1,Off-Peak,66.25196850393701,92.99161887957654,Delayed,91.99769585253456,61.0
3,Off-Peak,66.25196850393701,52.2916392363397,Normal,51.23287671232877,41.0
10,Off-Peak,62.77526273241714,52.2916392363397,Normal,53.53501400560224,36.0
7,Peak,64.23585657370518,39.43447037701975,Normal,40.150870406189554,37.0
5,Peak,67.8239815526518,92.99161887957654,Severely Delayed,94.70486111111111,114.0
10,Off-Peak,64.23585657370518,39.43447037701975,Fast,36.92940038684719,13.0
3,Off-Peak,63.61986863711002,52.2916392363397,Normal,53.711934156378604,48.0
2,Off-Peak,64.23585657370518,29.534550195567146,Fast,26.6414686825054,21.0
1,Off-Peak,61.9236276849642,52.2916392363397,Delayed,51.23287671232877,51.0
7,Peak,61.9236276849642,92.99161887957654,Severely Delayed,92.83892617449665,141.0
2,Off-Peak,67.8239815526518,52.2916392363397,Normal,51.23287671232877,50.0
5,Peak,62.77526273241714,92.99161887957654,Delayed,91.60069444444444,65.0
12,Off-Peak,65.37269681742043,52.2916392363397,Normal,51.23287671232877,32.0
6,Peak,64.23585657370518,29.534550195567146,Fast,32.86150712830957,27.0
7,Peak,62.77526273241714,29.534550195567146,Normal,26.6414686825054,34.0
6,Peak,63.61986863711002,39.43447037701975,Normal,40.150870406189554,34.0
6,Peak,61.9236276849642,92.99161887957654,Severely Delayed,92.83892617449665,91.0
6,Peak,64.23585657370518,29.534550195567146,Normal,29.401574803149607,36.0
1,Off-Peak,66.30521472392638,52.2916392363397,Normal,53.53501400560224,47.0
5,Peak,64.56770833333333,72.12162162162163,Normal,69.63981042654028,47.0
8,Peak,63.09761549925484,92.99161887957654,Delayed,94.70486111111111,69.0
9,Off-Peak,67.8239815526518,39.43447037701975,Fast,40.150870406189554,27.0
3,Off-Peak,66.37839937839938,39.43447037701975,Fast,42.395198522622344,19.0
2,Off-Peak,63.09761549925484,92.99161887957654,Delayed,94.70486111111111,87.0
3,Off-Peak,63.09761549925484,52.2916392363397,Normal,52.0267229254571,37.0
1,Off-Peak,67.8239815526518,92.99161887957654,Severely Delayed,94.70486111111111,110.0
12,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,94.70486111111111,128.0
7,Peak,67.8239815526518,39.43447037701975,Normal,37.76707202993452,39.0
6,Peak,66.25196850393701,39.43447037701975,Normal,42.395198522622344,31.0
4,Off-Peak,67.8239815526518,52.2916392363397,Delayed,53.53501400560224,59.0
12,Off-Peak,66.37839937839938,39.43447037701975,Fast,36.92940038684719,13.0
6,Peak,62.77526273241714,29.534550195567146,Fast,26.6414686825054,26.0
10,Off-Peak,65.37269681742043,52.2916392363397,Normal,52.0267229254571,35.0
1,Off-Peak,63.09761549925484,92.99161887957654,Delayed,92.83892617449665,53.0
9,Off-Peak,62.77526273241714,63.90344827586207,Delayed,64.32876712328768,57.0
5,Peak,65.50972104818258,92.99161887957654,Severely Delayed,94.74632352941177,108.0
4,Off-Peak,63.61986863711002,92.99161887957654,Severely Delayed,92.83892617449665,97.0
6,Peak,63.09761549925484,92.99161887957654,Delayed,91.60069444444444,79.0
7,Peak,65.37269681742043,52.2916392363397,Delayed,52.0267229254571,61.0
10,Off-Peak,65.37269681742043,92.99161887957654,Severely Delayed,91.99769585253456,91.0
4,Off-Peak,64.23585657370518,39.43447037701975,Fast,37.76707202993452,18.0
8,Peak,62.77526273241714,72.12162162162163,Normal,75.72985781990522,36.0
2,Off-Peak,64.23585657370518,92.99161887957654,Severely Delayed,94.74632352941177,103.0
10,Off-Peak,63.09761549925484,39.43447037701975,Normal,36.92940038684719,38.0
7,Peak,62.77526273241714,39.43447037701975,Normal,42.395198522622344,31.0
12,Off-Peak,63.09761549925484,29.534550195567146,Fast,26.6414686825054,22.0
